@RELATION traces 

@ATTRIBUTE program 	{chess, gantt, itrust, jhotdraw}
@ATTRIBUTE RequirementID	REAL
@ATTRIBUTE MethodID REAL 


@DATA
itrust,17,203
itrust,18,203
itrust,19,203
itrust,1,203
itrust,2,203
itrust,3,203
itrust,4,203
itrust,5,203
itrust,6,203
itrust,7,203
itrust,8,203
itrust,9,203
itrust,20,203
itrust,21,203
itrust,22,210
itrust,23,210
itrust,24,210
itrust,25,210
itrust,26,210
itrust,27,210
itrust,28,210
itrust,29,210
itrust,30,210
itrust,31,210
itrust,10,210
itrust,32,210
itrust,11,210
itrust,33,210
itrust,12,210
itrust,34,210
itrust,13,210
itrust,14,210
itrust,15,210
itrust,16,210
itrust,17,210
itrust,18,210
itrust,19,210
itrust,1,210
itrust,2,210
itrust,3,210
itrust,4,210
itrust,5,210
itrust,6,210
itrust,7,210
itrust,8,210
itrust,9,210
itrust,20,210
itrust,21,210
itrust,22,211
itrust,23,211
itrust,24,211
itrust,25,211
itrust,26,211
itrust,27,211
itrust,28,211
itrust,29,211
itrust,30,211
itrust,31,211
itrust,10,211
itrust,32,211
itrust,11,211
itrust,33,211
itrust,12,211
itrust,34,211
itrust,13,211
itrust,14,211
itrust,15,211
itrust,16,211
itrust,17,211
itrust,18,211
itrust,19,211
itrust,1,211
itrust,2,211
itrust,3,211
itrust,4,211
itrust,5,211
itrust,6,211
itrust,7,211
itrust,8,211
itrust,9,211
itrust,20,211
itrust,21,211
itrust,22,217
itrust,23,217
itrust,24,217
itrust,25,217
itrust,26,217
itrust,27,217
itrust,28,217
itrust,29,217
itrust,30,217
itrust,31,217
itrust,10,217
itrust,32,217
itrust,11,217
itrust,33,217
itrust,12,217
itrust,34,217
itrust,13,217
itrust,14,217
itrust,15,217
itrust,16,217
itrust,17,217
itrust,18,217
itrust,19,217
itrust,1,217
itrust,2,217
itrust,3,217
itrust,4,217
itrust,5,217
itrust,6,217
itrust,7,217
itrust,8,217
itrust,9,217
itrust,20,217
itrust,21,217
itrust,22,219
itrust,23,219
itrust,24,219
itrust,25,219
itrust,26,219
itrust,27,219
itrust,28,219
itrust,29,219
itrust,30,219
itrust,31,219
itrust,10,219
itrust,32,219
itrust,11,219
itrust,33,219
itrust,12,219
itrust,34,219
itrust,13,219
itrust,14,219
itrust,15,219
itrust,16,219
itrust,17,219
itrust,18,219
itrust,19,219
itrust,1,219
itrust,2,219
itrust,3,219
itrust,4,219
itrust,5,219
itrust,6,219
itrust,7,219
itrust,8,219
itrust,9,219
itrust,20,219
itrust,21,219
itrust,22,233
itrust,23,233
itrust,24,233
itrust,25,233
itrust,26,233
itrust,27,233
itrust,28,233
itrust,29,233
itrust,30,233
itrust,31,233
itrust,10,233
itrust,32,233
itrust,11,233
itrust,33,233
itrust,12,233
itrust,34,233
itrust,13,233
itrust,14,233
itrust,15,233
itrust,16,233
itrust,17,233
itrust,18,233
itrust,19,233
itrust,1,233
itrust,2,233
itrust,3,233
itrust,4,233
itrust,5,233
itrust,6,233
itrust,7,233
itrust,8,233
itrust,9,233
itrust,20,233
itrust,21,233
itrust,22,235
itrust,23,235
itrust,24,235
itrust,25,235
itrust,26,235
itrust,27,235
itrust,28,235
itrust,29,235
itrust,30,235
itrust,31,235
itrust,10,235
itrust,32,235
itrust,11,235
itrust,33,235
itrust,12,235
itrust,34,235
itrust,13,235
itrust,14,235
itrust,15,235
itrust,16,235
itrust,17,235
itrust,18,235
itrust,19,235
itrust,1,235
itrust,2,235
itrust,3,235
itrust,4,235
itrust,5,235
itrust,6,235
itrust,7,235
itrust,8,235
itrust,9,235
itrust,20,235
itrust,21,235
itrust,22,283
itrust,23,283
itrust,24,283
itrust,25,283
itrust,26,283
itrust,27,283
itrust,28,283
itrust,29,283
itrust,30,283
itrust,31,283
itrust,10,283
itrust,32,283
itrust,11,283
itrust,33,283
itrust,12,283
itrust,34,283
itrust,13,283
itrust,14,283
itrust,15,283
itrust,16,283
itrust,17,283
itrust,18,283
itrust,19,283
itrust,1,283
itrust,2,283
itrust,3,283
itrust,4,283
itrust,5,283
itrust,6,283
itrust,7,283
itrust,8,283
itrust,9,283
itrust,20,283
itrust,21,283
itrust,22,284
itrust,23,284
itrust,24,284
itrust,25,284
itrust,26,284
itrust,27,284
itrust,28,284
itrust,29,284
itrust,30,284
itrust,31,284
itrust,10,284
itrust,32,284
itrust,11,284
itrust,33,284
itrust,12,284
itrust,34,284
itrust,13,284
itrust,14,284
itrust,15,284
itrust,16,284
itrust,17,284
itrust,18,284
itrust,19,284
itrust,1,284
itrust,2,284
itrust,3,284
itrust,4,284
itrust,5,284
itrust,6,284
itrust,7,284
itrust,8,284
itrust,9,284
itrust,20,284
itrust,21,284
itrust,22,285
itrust,23,285
itrust,24,285
itrust,25,285
itrust,26,285
itrust,27,285
itrust,28,285
itrust,29,285
itrust,30,285
itrust,31,285
itrust,10,285
itrust,32,285
itrust,11,285
itrust,33,285
itrust,12,285
itrust,34,285
itrust,13,285
itrust,14,285
itrust,15,285
itrust,16,285
itrust,17,285
itrust,18,285
itrust,19,285
itrust,1,285
itrust,2,285
itrust,3,285
itrust,4,285
itrust,5,285
itrust,6,285
itrust,7,285
itrust,8,285
itrust,9,285
itrust,20,285
itrust,21,285
itrust,22,334
itrust,23,334
itrust,24,334
itrust,25,334
itrust,26,334
itrust,27,334
itrust,28,334
itrust,29,334
itrust,30,334
itrust,31,334
itrust,10,334
itrust,32,334
itrust,11,334
itrust,33,334
itrust,12,334
itrust,34,334
itrust,13,334
itrust,14,334
itrust,15,334
itrust,16,334
itrust,17,334
itrust,18,334
itrust,19,334
itrust,1,334
itrust,2,334
itrust,3,334
itrust,4,334
itrust,5,334
itrust,6,334
itrust,7,334
itrust,8,334
itrust,9,334
itrust,20,334
itrust,21,334
itrust,22,335
itrust,23,335
itrust,24,335
itrust,25,335
itrust,26,335
itrust,27,335
itrust,28,335
itrust,29,335
itrust,30,335
itrust,31,335
itrust,10,335
itrust,32,335
itrust,11,335
itrust,33,335
itrust,12,335
itrust,34,335
itrust,13,335
itrust,14,335
itrust,15,335
itrust,16,335
itrust,17,335
itrust,18,335
itrust,19,335
itrust,1,335
itrust,2,335
itrust,3,335
itrust,4,335
itrust,5,335
itrust,6,335
itrust,7,335
itrust,8,335
itrust,9,335
itrust,20,335
itrust,21,335
itrust,22,348
itrust,23,348
itrust,24,348
itrust,25,348
itrust,26,348
itrust,27,348
itrust,28,348
itrust,29,348
itrust,30,348
itrust,31,348
itrust,10,348
itrust,32,348
itrust,11,348
itrust,33,348
itrust,12,348
itrust,34,348
itrust,13,348
itrust,14,348
itrust,15,348
itrust,16,348
itrust,17,348
itrust,18,348
itrust,19,348
itrust,1,348
itrust,2,348
itrust,3,348
itrust,4,348
itrust,5,348
itrust,6,348
itrust,7,348
itrust,8,348
itrust,9,348
itrust,20,348
itrust,21,348
itrust,22,360
itrust,23,360
itrust,24,360
itrust,25,360
itrust,26,360
itrust,27,360
itrust,28,360
itrust,29,360
itrust,30,360
itrust,31,360
itrust,10,360
itrust,32,360
itrust,11,360
itrust,33,360
itrust,12,360
itrust,34,360
itrust,13,360
itrust,14,360
itrust,15,360
itrust,16,360
itrust,17,360
itrust,18,360
itrust,19,360
itrust,1,360
itrust,2,360
itrust,3,360
itrust,4,360
itrust,5,360
itrust,6,360
itrust,7,360
itrust,8,360
itrust,9,360
itrust,20,360
itrust,21,360
itrust,22,361
itrust,23,361
itrust,24,361
itrust,25,361
itrust,26,361
itrust,27,361
itrust,28,361
itrust,29,361
itrust,30,361
itrust,31,361
itrust,10,361
itrust,32,361
itrust,11,361
itrust,33,361
itrust,12,361
itrust,34,361
itrust,13,361
itrust,14,361
itrust,15,361
itrust,16,361
itrust,17,361
itrust,18,361
itrust,19,361
itrust,1,361
itrust,2,361
itrust,3,361
itrust,4,361
itrust,5,361
itrust,6,361
itrust,7,361
itrust,8,361
itrust,9,361
itrust,20,361
itrust,21,361
itrust,22,382
itrust,23,382
itrust,24,382
itrust,25,382
itrust,26,382
itrust,27,382
itrust,28,382
itrust,29,382
itrust,30,382
itrust,31,382
itrust,10,382
itrust,32,382
itrust,11,382
itrust,33,382
itrust,12,382
itrust,34,382
itrust,13,382
itrust,14,382
itrust,15,382
itrust,16,382
itrust,17,382
itrust,18,382
itrust,19,382
itrust,1,382
itrust,2,382
itrust,3,382
itrust,4,382
itrust,5,382
itrust,6,382
itrust,7,382
itrust,8,382
itrust,9,382
itrust,20,382
itrust,21,382
itrust,22,386
itrust,23,386
itrust,24,386
itrust,25,386
itrust,26,386
itrust,27,386
itrust,28,386
itrust,29,386
itrust,30,386
itrust,31,386
itrust,10,386
itrust,32,386
itrust,11,386
itrust,33,386
itrust,12,386
itrust,34,386
itrust,13,386
itrust,14,386
itrust,15,386
itrust,16,386
itrust,17,386
itrust,18,386
itrust,19,386
itrust,1,386
itrust,2,386
itrust,3,386
itrust,4,386
itrust,5,386
itrust,6,386
itrust,7,386
itrust,8,386
itrust,9,386
itrust,20,386
itrust,21,386
itrust,22,388
itrust,23,388
itrust,24,388
itrust,25,388
itrust,26,388
itrust,27,388
itrust,28,388
itrust,29,388
itrust,30,388
itrust,31,388
itrust,10,388
itrust,32,388
itrust,11,388
itrust,33,388
itrust,12,388
itrust,34,388
itrust,13,388
itrust,14,388
itrust,15,388
itrust,16,388
itrust,17,388
itrust,18,388
itrust,19,388
itrust,1,388
itrust,2,388
itrust,3,388
itrust,4,388
itrust,5,388
itrust,6,388
itrust,7,388
itrust,8,388
itrust,9,388
itrust,20,388
itrust,21,388
itrust,22,392
itrust,23,392
itrust,24,392
itrust,25,392
itrust,26,392
itrust,27,392
itrust,28,392
itrust,29,392
itrust,30,392
itrust,31,392
itrust,10,392
itrust,32,392
itrust,11,392
itrust,33,392
itrust,12,392
itrust,34,392
itrust,13,392
itrust,14,392
itrust,15,392
itrust,16,392
itrust,17,392
itrust,18,392
itrust,19,392
itrust,1,392
itrust,2,392
itrust,3,392
itrust,4,392
itrust,5,392
itrust,6,392
itrust,7,392
itrust,8,392
itrust,9,392
itrust,20,392
itrust,21,392
itrust,22,413
itrust,23,413
itrust,24,413
itrust,25,413
itrust,26,413
itrust,27,413
itrust,28,413
itrust,29,413
itrust,30,413
itrust,31,413
itrust,10,413
itrust,32,413
itrust,11,413
itrust,33,413
itrust,12,413
itrust,34,413
itrust,13,413
itrust,14,413
itrust,15,413
itrust,16,413
itrust,17,413
itrust,18,413
itrust,19,413
itrust,1,413
itrust,2,413
itrust,3,413
itrust,4,413
itrust,5,413
itrust,6,413
itrust,7,413
itrust,8,413
itrust,9,413
itrust,20,413
itrust,21,413
itrust,22,440
itrust,23,440
itrust,24,440
itrust,25,440
itrust,26,440
itrust,27,440
itrust,28,440
itrust,29,440
itrust,30,440
itrust,31,440
itrust,10,440
itrust,32,440
itrust,11,440
itrust,33,440
itrust,12,440
itrust,34,440
itrust,13,440
itrust,14,440
itrust,15,440
itrust,16,440
itrust,17,440
itrust,18,440
itrust,19,440
itrust,1,440
itrust,2,440
itrust,3,440
itrust,4,440
itrust,5,440
itrust,6,440
itrust,7,440
itrust,8,440
itrust,9,440
itrust,20,440
itrust,21,440
itrust,22,507
itrust,23,507
itrust,24,507
itrust,25,507
itrust,26,507
itrust,27,507
itrust,28,507
itrust,29,507
itrust,30,507
itrust,31,507
itrust,10,507
itrust,32,507
itrust,11,507
itrust,33,507
itrust,12,507
itrust,34,507
itrust,13,507
itrust,14,507
itrust,15,507
itrust,16,507
itrust,17,507
itrust,18,507
itrust,19,507
itrust,1,507
itrust,2,507
itrust,3,507
itrust,4,507
itrust,5,507
itrust,6,507
itrust,7,507
itrust,8,507
itrust,9,507
itrust,20,507
itrust,21,507
itrust,22,508
itrust,23,508
itrust,24,508
itrust,25,508
itrust,26,508
itrust,27,508
itrust,28,508
itrust,29,508
itrust,30,508
itrust,31,508
itrust,10,508
itrust,32,508
itrust,11,508
itrust,33,508
itrust,12,508
itrust,34,508
itrust,13,508
itrust,14,508
itrust,15,508
itrust,16,508
itrust,17,508
itrust,18,508
itrust,19,508
itrust,1,508
itrust,2,508
itrust,3,508
itrust,4,508
itrust,5,508
itrust,6,508
itrust,7,508
itrust,8,508
itrust,9,508
itrust,20,508
itrust,21,508
itrust,22,509
itrust,23,509
itrust,24,509
itrust,25,509
itrust,26,509
itrust,27,509
itrust,28,509
itrust,29,509
itrust,30,509
itrust,31,509
itrust,10,509
itrust,32,509
itrust,11,509
itrust,33,509
itrust,12,509
itrust,34,509
itrust,13,509
itrust,14,509
itrust,15,509
itrust,16,509
itrust,17,509
itrust,18,509
itrust,19,509
itrust,1,509
itrust,2,509
itrust,3,509
itrust,4,509
itrust,5,509
itrust,6,509
itrust,7,509
itrust,8,509
itrust,9,509
itrust,20,509
itrust,21,509
itrust,22,537
itrust,23,537
itrust,24,537
itrust,25,537
itrust,26,537
itrust,27,537
itrust,28,537
itrust,29,537
itrust,30,537
itrust,31,537
itrust,10,537
itrust,32,537
itrust,11,537
itrust,33,537
itrust,12,537
itrust,34,537
itrust,13,537
itrust,14,537
itrust,15,537
itrust,16,537
itrust,17,537
itrust,18,537
itrust,19,537
itrust,1,537
itrust,2,537
itrust,3,537
itrust,4,537
itrust,5,537
itrust,6,537
itrust,7,537
itrust,8,537
itrust,9,537
itrust,20,537
itrust,21,537
itrust,22,538
itrust,23,538
itrust,24,538
itrust,25,538
itrust,26,538
itrust,27,538
itrust,28,538
itrust,29,538
itrust,30,538
itrust,31,538
itrust,10,538
itrust,32,538
itrust,11,538
itrust,33,538
itrust,12,538
itrust,34,538
itrust,13,538
itrust,14,538
itrust,15,538
itrust,16,538
itrust,17,538
itrust,18,538
itrust,19,538
itrust,1,538
itrust,2,538
itrust,3,538
itrust,4,538
itrust,5,538
itrust,6,538
itrust,7,538
itrust,8,538
itrust,9,538
itrust,20,538
itrust,21,538
itrust,22,539
itrust,23,539
itrust,24,539
itrust,25,539
itrust,26,539
itrust,27,539
itrust,28,539
itrust,29,539
itrust,30,539
itrust,31,539
itrust,10,539
itrust,32,539
itrust,11,539
itrust,33,539
itrust,12,539
itrust,34,539
itrust,13,539
itrust,14,539
itrust,15,539
itrust,16,539
itrust,17,539
itrust,18,539
itrust,19,539
itrust,1,539
itrust,2,539
itrust,3,539
itrust,4,539
itrust,5,539
itrust,6,539
itrust,7,539
itrust,8,539
itrust,9,539
itrust,20,539
itrust,21,539
itrust,22,540
itrust,23,540
itrust,24,540
itrust,25,540
itrust,26,540
itrust,27,540
itrust,28,540
itrust,29,540
itrust,30,540
itrust,31,540
itrust,10,540
itrust,32,540
itrust,11,540
itrust,33,540
itrust,12,540
itrust,34,540
itrust,13,540
itrust,14,540
itrust,15,540
itrust,16,540
itrust,17,540
itrust,18,540
itrust,19,540
itrust,1,540
itrust,2,540
itrust,3,540
itrust,4,540
itrust,5,540
itrust,6,540
itrust,7,540
itrust,8,540
itrust,9,540
itrust,20,540
itrust,21,540
itrust,22,541
itrust,23,541
itrust,24,541
itrust,25,541
itrust,26,541
itrust,27,541
itrust,28,541
itrust,29,541
itrust,30,541
itrust,31,541
itrust,10,541
itrust,32,541
itrust,11,541
itrust,33,541
itrust,12,541
itrust,34,541
itrust,13,541
itrust,14,541
itrust,15,541
itrust,16,541
itrust,17,541
itrust,18,541
itrust,19,541
itrust,1,541
itrust,2,541
itrust,3,541
itrust,4,541
itrust,5,541
itrust,6,541
itrust,7,541
itrust,8,541
itrust,9,541
itrust,20,541
itrust,21,541
itrust,22,543
itrust,23,543
itrust,24,543
itrust,25,543
itrust,26,543
itrust,27,543
itrust,28,543
itrust,29,543
itrust,30,543
itrust,31,543
itrust,10,543
itrust,32,543
itrust,11,543
itrust,33,543
itrust,12,543
itrust,34,543
itrust,13,543
itrust,14,543
itrust,15,543
itrust,16,543
itrust,17,543
itrust,18,543
itrust,19,543
itrust,1,543
itrust,2,543
itrust,3,543
itrust,4,543
itrust,5,543
itrust,6,543
itrust,7,543
itrust,8,543
itrust,9,543
itrust,20,543
itrust,21,543
itrust,22,544
itrust,23,544
itrust,24,544
itrust,25,544
itrust,26,544
itrust,27,544
itrust,28,544
itrust,29,544
itrust,30,544
itrust,31,544
itrust,10,544
itrust,32,544
itrust,11,544
itrust,33,544
itrust,12,544
itrust,34,544
itrust,13,544
itrust,14,544
itrust,15,544
itrust,16,544
itrust,17,544
itrust,18,544
itrust,19,544
itrust,1,544
itrust,2,544
itrust,3,544
itrust,4,544
itrust,5,544
itrust,6,544
itrust,7,544
itrust,8,544
itrust,9,544
itrust,20,544
itrust,21,544
itrust,22,579
itrust,23,579
itrust,24,579
itrust,25,579
itrust,26,579
itrust,27,579
itrust,28,579
itrust,29,579
itrust,30,579
itrust,31,579
itrust,10,579
itrust,32,579
itrust,11,579
itrust,33,579
itrust,12,579
itrust,34,579
itrust,13,579
itrust,14,579
itrust,15,579
itrust,16,579
itrust,17,579
itrust,18,579
itrust,19,579
itrust,1,579
itrust,2,579
itrust,3,579
itrust,4,579
itrust,5,579
itrust,6,579
itrust,7,579
itrust,8,579
itrust,9,579
itrust,20,579
itrust,21,579
itrust,22,589
itrust,23,589
itrust,24,589
itrust,25,589
itrust,26,589
itrust,27,589
itrust,28,589
itrust,29,589
itrust,30,589
itrust,31,589
itrust,10,589
itrust,32,589
itrust,11,589
itrust,33,589
itrust,12,589
itrust,34,589
itrust,13,589
itrust,14,589
itrust,15,589
itrust,16,589
itrust,17,589
itrust,18,589
itrust,19,589
itrust,1,589
itrust,2,589
itrust,3,589
itrust,4,589
itrust,5,589
itrust,6,589
itrust,7,589
itrust,8,589
itrust,9,589
itrust,20,589
itrust,21,589
itrust,22,590
itrust,23,590
itrust,24,590
itrust,25,590
itrust,26,590
itrust,27,590
itrust,28,590
itrust,29,590
itrust,30,590
itrust,31,590
itrust,10,590
itrust,32,590
itrust,11,590
itrust,33,590
itrust,12,590
itrust,34,590
itrust,13,590
itrust,14,590
itrust,15,590
itrust,16,590
itrust,17,590
itrust,18,590
itrust,19,590
itrust,1,590
itrust,2,590
itrust,3,590
itrust,4,590
itrust,5,590
itrust,6,590
itrust,7,590
itrust,8,590
itrust,9,590
itrust,20,590
itrust,21,590
itrust,22,652
itrust,23,652
itrust,24,652
itrust,25,652
itrust,26,652
itrust,27,652
itrust,28,652
itrust,29,652
itrust,30,652
itrust,31,652
itrust,10,652
itrust,32,652
itrust,11,652
itrust,33,652
itrust,12,652
itrust,34,652
itrust,13,652
itrust,14,652
itrust,15,652
itrust,16,652
itrust,17,652
itrust,18,652
itrust,19,652
itrust,1,652
itrust,2,652
itrust,3,652
itrust,4,652
itrust,5,652
itrust,6,652
itrust,7,652
itrust,8,652
itrust,9,652
itrust,20,652
itrust,21,652
itrust,22,684
itrust,23,684
itrust,24,684
itrust,25,684
itrust,26,684
itrust,27,684
itrust,28,684
itrust,29,684
itrust,30,684
itrust,31,684
itrust,10,684
itrust,32,684
itrust,11,684
itrust,33,684
itrust,12,684
itrust,34,684
itrust,13,684
itrust,14,684
itrust,15,684
itrust,16,684
itrust,17,684
itrust,18,684
itrust,19,684
itrust,1,684
itrust,2,684
itrust,3,684
itrust,4,684
itrust,5,684
itrust,6,684
itrust,7,684
itrust,8,684
itrust,9,684
itrust,20,684
itrust,21,684
itrust,22,686
itrust,23,686
itrust,24,686
itrust,25,686
itrust,26,686
itrust,27,686
itrust,28,686
itrust,29,686
itrust,30,686
itrust,31,686
itrust,10,686
itrust,32,686
itrust,11,686
itrust,33,686
itrust,12,686
itrust,34,686
itrust,13,686
itrust,14,686
itrust,15,686
itrust,16,686
itrust,17,686
itrust,18,686
itrust,19,686
itrust,1,686
itrust,2,686
itrust,3,686
itrust,4,686
itrust,5,686
itrust,6,686
itrust,7,686
itrust,8,686
itrust,9,686
itrust,20,686
itrust,21,686
itrust,22,737
itrust,23,737
itrust,24,737
itrust,25,737
itrust,26,737
itrust,27,737
itrust,28,737
itrust,29,737
itrust,30,737
itrust,31,737
itrust,10,737
itrust,32,737
itrust,11,737
itrust,33,737
itrust,12,737
itrust,34,737
itrust,13,737
itrust,14,737
itrust,15,737
itrust,16,737
itrust,17,737
itrust,18,737
itrust,19,737
itrust,1,737
itrust,2,737
itrust,3,737
itrust,4,737
itrust,5,737
itrust,6,737
itrust,7,737
itrust,8,737
itrust,9,737
itrust,20,737
itrust,21,737
itrust,22,738
itrust,23,738
itrust,24,738
itrust,25,738
itrust,26,738
itrust,27,738
itrust,28,738
itrust,29,738
itrust,30,738
itrust,31,738
itrust,10,738
itrust,32,738
itrust,11,738
itrust,33,738
itrust,12,738
itrust,34,738
itrust,13,738
itrust,14,738
itrust,15,738
itrust,16,738
itrust,17,738
itrust,18,738
itrust,19,738
itrust,1,738
itrust,2,738
itrust,3,738
itrust,4,738
itrust,5,738
itrust,6,738
itrust,7,738
itrust,8,738
itrust,9,738
itrust,20,738
itrust,21,738
itrust,22,739
itrust,23,739
itrust,24,739
itrust,25,739
itrust,26,739
itrust,27,739
itrust,28,739
itrust,29,739
itrust,30,739
itrust,31,739
itrust,10,739
itrust,32,739
itrust,11,739
itrust,33,739
itrust,12,739
itrust,34,739
itrust,13,739
itrust,14,739
itrust,15,739
itrust,16,739
itrust,17,739
itrust,18,739
itrust,19,739
itrust,1,739
itrust,2,739
itrust,3,739
itrust,4,739
itrust,5,739
itrust,6,739
itrust,7,739
itrust,8,739
itrust,9,739
itrust,20,739
itrust,21,739
itrust,22,740
itrust,23,740
itrust,24,740
itrust,25,740
itrust,26,740
itrust,27,740
itrust,28,740
itrust,29,740
itrust,30,740
itrust,31,740
itrust,10,740
itrust,32,740
itrust,11,740
itrust,33,740
itrust,12,740
itrust,34,740
itrust,13,740
itrust,14,740
itrust,15,740
itrust,16,740
itrust,17,740
itrust,18,740
itrust,19,740
itrust,1,740
itrust,2,740
itrust,3,740
itrust,4,740
itrust,5,740
itrust,6,740
itrust,7,740
itrust,8,740
itrust,9,740
itrust,20,740
itrust,21,740
itrust,22,752
itrust,23,752
itrust,24,752
itrust,25,752
itrust,26,752
itrust,27,752
itrust,28,752
itrust,29,752
itrust,30,752
itrust,31,752
itrust,10,752
itrust,32,752
itrust,11,752
itrust,33,752
itrust,12,752
itrust,34,752
itrust,13,752
itrust,14,752
itrust,15,752
itrust,16,752
itrust,17,752
itrust,18,752
itrust,19,752
itrust,1,752
itrust,2,752
itrust,3,752
itrust,4,752
itrust,5,752
itrust,6,752
itrust,7,752
itrust,8,752
itrust,9,752
itrust,20,752
itrust,21,752
itrust,22,753
itrust,23,753
itrust,24,753
itrust,25,753
itrust,26,753
itrust,27,753
itrust,28,753
itrust,29,753
itrust,30,753
itrust,31,753
itrust,10,753
itrust,32,753
itrust,11,753
itrust,33,753
itrust,12,753
itrust,34,753
itrust,13,753
itrust,14,753
itrust,15,753
itrust,16,753
itrust,17,753
itrust,18,753
itrust,19,753
itrust,1,753
itrust,2,753
itrust,3,753
itrust,4,753
itrust,5,753
itrust,6,753
itrust,7,753
itrust,8,753
itrust,9,753
itrust,20,753
itrust,21,753
itrust,22,795
itrust,23,795
itrust,24,795
itrust,25,795
itrust,26,795
itrust,27,795
itrust,28,795
itrust,29,795
itrust,30,795
itrust,31,795
itrust,10,795
itrust,32,795
itrust,11,795
itrust,33,795
itrust,12,795
itrust,34,795
itrust,13,795
itrust,14,795
itrust,15,795
itrust,16,795
itrust,17,795
itrust,18,795
itrust,19,795
itrust,1,795
itrust,2,795
itrust,3,795
itrust,4,795
itrust,5,795
itrust,6,795
itrust,7,795
itrust,8,795
itrust,9,795
itrust,20,795
itrust,21,795
itrust,22,796
itrust,23,796
itrust,24,796
itrust,25,796
itrust,26,796
itrust,27,796
itrust,28,796
itrust,29,796
itrust,30,796
itrust,31,796
itrust,10,796
itrust,32,796
itrust,11,796
itrust,33,796
itrust,12,796
itrust,34,796
itrust,13,796
itrust,14,796
itrust,15,796
itrust,16,796
itrust,17,796
itrust,18,796
itrust,19,796
itrust,1,796
itrust,2,796
itrust,3,796
itrust,4,796
itrust,5,796
itrust,6,796
itrust,7,796
itrust,8,796
itrust,9,796
itrust,20,796
itrust,21,796
itrust,22,797
itrust,23,797
itrust,24,797
itrust,25,797
itrust,26,797
itrust,27,797
itrust,28,797
itrust,29,797
itrust,30,797
itrust,31,797
itrust,10,797
itrust,32,797
itrust,11,797
itrust,33,797
itrust,12,797
itrust,34,797
itrust,13,797
itrust,14,797
itrust,15,797
itrust,16,797
itrust,17,797
itrust,18,797
itrust,19,797
itrust,1,797
itrust,2,797
itrust,3,797
itrust,4,797
itrust,5,797
